# Monte Carlo simulation results
# System: H(Heisenberg) I(Ising) 
# Lattice: 8³
# Columns: T Energy/spin Magnetization |Magnetization| SpecificHeat Susceptibility AcceptanceRate Mag[H] Mag[I]
6.00000000   -0.36998264   -0.00433713    1.00000000    0.00008111     0.00053742      80.072012     0.00120854    -0.00988281
5.80000000   -0.38818588    0.00262991    1.00000000    0.00008210     0.00061822      79.298145     0.00045513     0.00480469
5.60000000   -0.40640226   -0.00240487    1.00000000    0.00009777     0.00090001      78.390728     0.00474105    -0.00955078
5.40000000   -0.43164749   -0.00047275    1.00000000    0.00011398     0.00112340      77.393379     0.00069512    -0.00164062
5.20000000   -0.45543647    0.00270259    1.00000000    0.00014368     0.00154160      76.311406     0.00095206     0.00445312
5.00000000   -0.47682613    0.00260218    1.00000000    0.00018844     0.00169202      75.014092     0.00407154     0.00113281
4.80000000   -0.53291017    0.00449506    1.00000000    0.00025718     0.00345270      73.263701     0.00117761     0.00781250
4.60000000   -0.62018038    0.01068833    1.00000000    0.00044273     0.00673453      70.388550    -0.00084991     0.02222656
4.40000000   -0.74520363    0.01159341    1.00000000    0.00098719     0.01392804      66.173213    -0.00392256     0.02710938
4.20000000   -0.95297280   -0.13908505    1.00000000    0.00095043     0.02203194      60.677466     0.00056037    -0.27873047
4.00000000   -1.07772600    0.37529503    1.00000000    0.00067122     0.00037572      56.781011     0.00275803     0.74783203
3.80000000   -1.20467389    0.40956723    1.00000000    0.00056171     0.00026141      53.581841     0.00397821     0.81515625
3.60000000   -1.30159146    0.42957631    1.00000000    0.00048392     0.00021858      51.133994    -0.00127706     0.86042969
3.40000000   -1.38910586    0.44905045    1.00000000    0.00040462     0.00017901      49.050278     0.00077669     0.89732422
3.20000000   -1.46321207    0.46058684    1.00000000    0.00029901     0.00019754      47.304888    -0.00376773     0.92494141
3.00000000   -1.52937425    0.47237831    1.00000000    0.00026161     0.00016849      45.811689    -0.00104417     0.94580078
2.80000000   -1.57885567    0.48296997    1.00000000    0.00024585     0.00020726      44.479956     0.00443603     0.96150391
2.60000000   -1.63259729    0.48851311    1.00000000    0.00022449     0.00017398      43.260146     0.00395982     0.97306641
2.40000000   -1.67632627    0.49542903    1.00000000    0.00023358     0.00027477      42.092358     0.00767446     0.98318359
2.20000000   -1.72086102    0.49203674    1.00000000    0.00023425     0.00035266      40.950781    -0.00629762     0.99037109
2.00000000   -1.76662628    0.49311018    1.00000000    0.00025169     0.00058224      39.658394    -0.00809605     0.99431641
1.80000000   -1.81978479    0.49847754    1.00000000    0.00030573     0.00102314      38.153833    -0.00015429     0.99710937
1.60000000   -1.90377651    0.48257984    1.00000000    0.00067328     0.00528628      35.950850    -0.03355125     0.99871094
1.40000000   -2.10815214    0.72651992    1.00000000    0.00099059     0.00074692      31.820933     0.45335235     0.99968750
1.20000000   -2.29917855    0.80807243    1.00000000    0.00066778     0.00029180      28.103501     0.61620345     0.99994141
1.00000000   -2.45123634    0.85819072    1.00000000    0.00060490     0.00017098      24.943999     0.71640096     0.99998047
0.80000000   -2.57798682    0.89379441    1.00000000    0.00055136     0.00010431      21.835444     0.78758883     1.00000000
0.60000000   -2.69487120    0.92464488    1.00000000    0.00058867     0.00008651      18.481523     0.84928976     1.00000000
